facility,"vendor_category","vendor_reference_location"
NHRP,"Next Hop Resolution Protocol (NHRP)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NIM,"Network interface module","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NM_8_16AM_V2_MODULE,"NM-8/16AM-V2 module","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NP,"NextPort (NP)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NP_BS,"NextPort (NP) Bootstrap and Crash Monitor","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NP_CLIENT,"NextPort (NP) client","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NP_DDSM,"NextPort (NP) Digital Data Services Manager","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NP_DSPLIB,"NextPort (NP) DSPLIB","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NP_EST,"NextPort (NP) error, status, and trace","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NP_MD,"NextPort (NP) modem driver","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NP_MM,"NextPort (NP) module manager","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NP_SIGLIB,"NextPort (NP) signaling library","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NP_SPE_DS,"NextPort (NP) Dial Shelf Service Processing Element (SPE) Manager","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NP_SSM,"NextPort (NP) Session and Service Manager","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NP_UCODE,"NextPort (NP) microcode","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NP_VPD,"NextPort (NP) Voice Packet Driver","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NP_VSM,"NextPort (NP) Voice Service Manager","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NRP,"Network Routing Processor (NRP)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NRP2,"Network Route Processor, type 2","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NRP2_NVMANAGE,"Network Route Processor, type 2 NVRAM management","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NRP2_SE64,"SE64 upper and lower layer device driver","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NRP2EHSA,"NRP2 EHSA","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NSE,"Network services engine","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NSE100,"Network services engine NSE100","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NSP,"Network Switch Processor (NSP)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NSP_APS,"Cisco 6400 node switch processor (NSP)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NSP_DISK,"NSP disk","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NSP_OIR,"Cisco 6400 online insertion and removal (OIR)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NSPINT,"Network switch processor (NSP) interrupt infrastructure","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
NTP,"Network Time Protocol (NTP)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
OBFL,"Onboard Failure Logging","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
OCE,"Output chain elements","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
ODM,"Online diagnostics manager","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
OER_BR,"Optimized Edge Routing (OER) border router","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
OER_MC,"Optimized Edge Routing (OER) master controller","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
OER_TT_FLOW,"Optimized Edge Routing (OER) top talkers flow border router","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
OIR,"Online insertion and removal (OIR)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
OLM,"Optical Link Management","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
ON_DIAG,"Online diagnostics subsystem","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
ONLINE,"SCP (Switch-module Configuration Protocol) download processor","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
ONS15530,"Cisco ONS 15530 trunk card","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
OOBP,"Out-of-band port (OOBP)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
OPTICAL_MONITOR,"Optical monitoring","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
OSM_MULTILINK,"Optical Services Module (OSM) distributed multilink","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
OSPF,"Open Shortest Path First (OSPF)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
OSPFv3,"Open Shortest Path First version 3","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
P2IPC,"Fast IPC event","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
P2IPC_TRACE,"Fast IPC trace","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PA,"Port adapter","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PACC,"Cisco 7300 port adapter carrier card (PACC)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PACC_IPC,"Port Adapter Carrier Card (PACC) interprocess communication (IPC)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PACKET,"Packet","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PAD,"X.25 packet assembler/disassembler","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PAGP_DUAL_ACTIVE,"Port aggregation protocol (PAgP)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PAMMBOX,"Platform-independent PAM mailbox serial interface","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PARSE_RC,"Parser return code","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PARSER,"Parser","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PBI_OPEN,"Programmable Binary File (PBI) Data Processing","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PBR,"Policy Based Routing","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PCI_FE,"PCI Fast Ethernet","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PCMCIAFS,"PCMCIA disk","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PCPA,"Parallel Channel Port Adapter","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PDSN_CLUSTER,"PDSN cluster controller or PDSN cluster member","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PERUSER,"PPP per-user configuration","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PF,"Protocol filtering","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PFINIT,"Platform initialization","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PF_OBFL,"Platform onboard failure logging","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PFREDUN,"Policy Feature Card Redundancy","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PGM,"Pragmatic General Multicast (PGM)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PGMHOST,"Pragmatic General Multicast (PGM) host module","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PHY,"Physical layer","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PIF,"RSC PIF","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PIM,"Protocol Independent Multicast","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PIMP,"Process interrupt mask profiler","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PIMSN,"Protocol Independent Multicast Snooping","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PIM_PROT,"Protocol Independent Multicast","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PIM_REG_TUN,"PIM register tunnel","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PIMSN,"PIM snooping","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PINNACLE,"Pinnacle ASIC","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PKI,"PKI feature","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PLAT_MP,"Platform MP support","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PLATFORM,"Platform-specific","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PLATFORM_IMAGE _ PREFIX,"Multilayer Switch Feature Card (MSFC)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PM,"Port Manager","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PM3387,"One-port Gigabit Ethernet HWIC-1GE-SFP","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PM_DB_HA,"Port management database high-availability client","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PMIP,"WLAN Proxy Mobile IP Subsystem","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PM_MODEM_HIST,"Modem history and tracing","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PM_MODEM_MAINT,"Modem maintenance","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PM_SCP,"Port manager Switch-Module Configuration Protocol","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PMSN,"Port State Machine","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PNNI,"Private Network-Network Interface","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
POLICY_API,"Policy API","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
POLICY_MANAGER,"Policy Manager","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PORT,"Port Management","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PORT_SECURITY,"Port security","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
POS,"Packet over SONET subsystem","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
POS_GIGE,"Packet over SONET Gigabit Ethernet","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
POSDW,"Packet over SONET double-wide PCI port adapter driver","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
POSLC,"Packet over SONET line card","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
POT1E1,"Versatile Interface Processor (VIP) multichannel port adapter","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
POTS,"Plain old telephone service (POTS)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PPP,"Point-to-Point Protocol (PPP)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PQ3_TSEC,"PQ3 TSEC","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PQII,"MPC860 quad integrated communications controller","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PQUICC,"MPC860 quad integrated communications controller","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PQUICC_ASYNC,"Asynchronous MPC860 quad integrated communications controller","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PQUICC_ASYNC_NOMEM,"Integrated Port Module Asynchronous Driver","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PQUICC_ETHER,"Ethernet MPC860 quad integrated communications controller","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PQUICC_,"Ethernet MPC860 quad integrated communications controller","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
ETHERNET,"","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PQUICC_FE,"Fast Ethernet MPC860 quad integrated communications controller","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PQUICC_SERIAL,"Serial MPC860 quad integrated communications controller","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PQUICC3,"MPC8500 PowerQUICC3","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PRBS,"Pseudo-random bit sequence","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PROCYON,"CPU daughter card for the Supervisor Engine 720","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PS,"Power supply","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PTRANSFORM,"Protocol transformation","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PT,"Protocol Translation","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PV,"Private VLAN","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PVDM2,"PVDM2 SIMM","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PW_WATCHER,"Portware Watcher","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PXF,"Parallel eXpress Forwarding (PXF)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PXF_ACL,"Parallel eXpress Forwarding (PXF) ACL-specific","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PXFAPI,"Parallel eXpress Forwarding (PXF) API-related","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PXF_DMA,"Parallel eXpress Forwarding (PXF) DMA subsystem","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PXF_FIB,"Parallel eXpress Forwarding (PXF) FIB select-specific","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PXF_FLOW,"Parallel eXpress Forwarding (PXF) Netflow-related","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PXF_GEC,"PXF EtherChannel","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PXF_GRE,"Parallel eXpress Forwarding (PXF) GRE tunnel-related","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PXF_NAT,"Parallel eXpress Forwarding (PXF) Network Address Translation (NAT)-related","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PXF_QOS,"Parallel eXpress Forwarding (PXF) Quality of Service (QoS)-related","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
PXF_VRFS,"Parallel eXpress Forwarding (PXF) VRF selection-specific","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
QA,"Queue and accumulator","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
QEM,"QEM driver","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
QLLC,"Qualified Logical Link Control","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
QM,"Quality of service management","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
QNQ,"Q-in-Q","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
QOS,"Quality of Service","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
QOSMGR,"Quality of Service (QoS) manager","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
QUICC,"MC68360 quad integrated communications controller","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
QUICC_ASYNC,"Asynchronous MC68360 quad integrated communications controller","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
QUICC_ETHER,"Ethernet MC68360 quad integrated communications controller","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
QUICC_SERIAL,"Serial MC68360 quad integrated communications controller","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
R4K_MP,"Central processing unit","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RAC,"Ring Access Controller","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RADIO,"Radio driver","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RADIO_DRIVER,"Radio driver","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RADIUS,"RADIUS","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RADIX,"Radix","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RADSRV,"Embedded RADIUS server","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RAIKO,"RAIKO-based feature board","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RANDOM,"Random number generator","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RASP16,"Interface Multiplexer ASIC","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RBCP,"Router Blade Control Protocol","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RCMD,"Remote command","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RE,"RE subsystem","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RECONCILIATION_HA,"Reconciliation high availability","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RED,"Redundancy-related","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RED_MODE,"High-availability redundancy mode","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RED_REMOTE,"Redundancy remote","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
REDUNDANCY,"High Availability redundancy","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
REDUNDANCY_UTILS,"High Availability redundancy utilities","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
Regen,"Cisco optical regenerator","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
Regen_MAINBOARD_ASYNC_PQUICC,"Asynchronous MPC860 quad integrated communications controller for the Cisco optical regenerator","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
REGISTRY,"Registry","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RESOURCE_MGR,"Resource manager","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RESOURCE_MON,"Resource monitor subsystem","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RESYNCH,"Route Processor Module (RPM) resynchronization process","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RF,"Redundancy facility","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RF_INTERDEV,"Redundancy facility (RF) interdevice","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RF_ISSU,"Redundancy facility (RF) In Service Software Upgrade","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RFS,"Remote file system","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RIM,"Redundant Interface Manager (RIM)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RIP,"IP Routing Information Protocol (RIP)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RITE,"IP traffic export","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RLM,"Redundant Link Manager (RLM)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RM,"Resource Manager","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RMON,"Remote Monitoring Protocol","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
ROUTEMAP,"Route map","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
ROUTEMAP_IPC,"Route map interprocess communication (IPC)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RPA,"Resource Pool Allocation (RPA)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RPC,"Remote Procedure Call (RPC)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RPF,"Multicast RPF","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RPM,"Route Processor Module (RPM)","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RPB_BKCD,"RPM back card","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RPM_BULK,"RPM-specific bulk file","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RPM_CONFIG_COPY,"RPM config copy feature","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RPM_CONN_MGMT,"RPM Connection Management-related","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RP_MLP,"Distributed Point-to-Point Protocol (PPP) Multilink","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RPM_RED,"RPM redundancy","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RPM_TRAP_CLIENT,"RPM trap client","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
RPM_VIRTUAL,"Route Processor Module (RPM) virtual port","http://www.cisco.com/c/en/us/td/docs/ios/15_0sy/system/messages/15sysmg/sm15syovr.html"
